id,dep_delayed_15min
0,0.011651002899705921
1,0.011465890546896963
2,0.1398248696052006
3,0.5274026515763842
4,0.17155793936222938
5,0.04733088356373515
6,0.1646534292055197
7,0.4990141224300076
8,0.1956603331280474
9,0.5277356721582303
10,0.2696928482990913
11,0.5445128761209584
12,0.39527652531346325
13,0.172159519470824
14,0.054151917608676776
15,0.27123364308989534
16,0.12318016231115979
17,0.16005051819456367
18,0.36243335016187167
19,0.00940348980882167
20,0.32825555766776254
21,0.03465079306254845
22,0.5619675915083671
23,0.1578560200353178
24,0.42473053644849906
25,0.3532542130337179
26,0.0033562756710037215
27,0.016519127438640417
28,0.23081377254066765
29,0.06203645495062384
30,0.13056505777117564
31,0.7355711250159528
32,0.06456576587617184
33,0.15546123122916164
34,0.5032983144967531
35,0.3628032775063005
36,0.1200091993187014
37,0.3463964674425139
38,0.09410790725251146
39,0.38346139267882556
40,0.1549985232085613
41,0.04358070578696946
42,0.08613263134512711
43,0.1797063485009291
44,0.11087013806049495
45,0.22245217466741377
46,0.00030898750762437666
47,0.3661445487591745
48,0.7598368558804985
49,0.0646999513561132
50,0.5054342372043723
51,0.12464490795624318
52,0.38085775704651303
53,0.5684563633116496
54,0.17578737029251795
55,0.1592654088577363
56,0.473312183495798
57,0.3981120537697268
58,0.05413173671758307
59,0.1679061035310651
60,0.16569657045633093
61,0.10583996111860813
62,0.07215556725890111
63,0.23144194907940832
64,0.3626959089587768
65,0.4071838387268527
66,0.008161279537941024
67,0.1154309089102199
68,0.4285414152495912
69,0.1825482473159344
70,0.013435698317879958
71,0.2552553170766863
72,0.44335123935765197
73,0.09985518523788325
74,0.7719741959372907
75,0.3215804688272523
76,0.3049024272815972
77,0.2017762404206356
78,0.10624897860982917
79,0.19824461073574445
80,0.02990117766963508
81,0.460086520351934
82,0.02562928213581225
83,0.210796165339128
84,0.04129046966593707
85,0.021430580691805083
86,0.2199624493419479
87,0.23021119907842524
88,0.31419251744141885
89,0.3474885534462437
90,0.054149190660588244
91,0.12172589722724256
92,0.2137603085724263
93,0.030926904702481137
94,0.2014624695196744
95,0.2981475710984175
96,0.7508637441928803
97,0.12917769421259703
98,0.19961573777525995
99,0.4200653729608113
100,0.2305294940836043
101,0.13356157299944063
102,0.10560958472842756
103,0.08457873281045342
104,0.0025716850787062943
105,0.2402255824380629
106,0.38836406005456575
107,0.03709360213684912
108,0.13357080203103877
109,0.05748014093928115
110,0.078310439105679
111,0.13760289186447855
112,0.9213865371663915
113,0.09290088572246968
114,0.04229312450655638
115,0.1148327818643258
116,0.10827330254899552
117,0.6514730053063338
118,0.16010715491093225
119,0.15718971941946516
120,0.3401026985353193
121,0.2524952309406224
122,0.03943979296093458
123,0.13588366955437042
124,0.44902599084944506
125,0.08841777447220356
126,0.039125123255639056
127,0.08331225638396507
128,0.05681941070964152
129,0.7209598281411869
130,0.3818019510859829
131,0.33319942770260663
132,0.06465100760870601
133,0.36138202578153233
134,0.12046561176930377
135,0.22233801698622452
136,0.6165385770089227
137,0.0902743058100826
138,0.0025128426034101508
139,0.14084807188536555
140,0.6220284268469997
141,0.4926017132386168
142,0.4771051337279235
143,0.22058343873912523
144,0.030686861766578998
145,0.15307492887516047
146,0.29274629579560707
147,0.2757891786729105
148,0.1409469343401686
149,0.47424306835057256
150,0.8003551545575485
151,0.08457285283392392
152,0.20189568792596638
153,0.015059519529208863
154,0.12646250708333845
155,0.13711393195025218
156,0.18832484055692053
157,0.06851389063806548
158,0.15282792655769148
159,0.02020036251664439
160,0.14723223848355455
161,0.7854393592138452
162,0.9148789489796868
163,0.039706250080619114
164,0.4561846479867029
165,0.14913636606239922
166,0.10497818919861368
167,0.036676034998578945
168,0.38633791418842206
169,0.5390395134721468
170,0.40355957975911827
171,0.08042242764843144
172,0.13096358233122035
173,0.35716096678875453
174,0.7160112317437597
175,0.5868617243110753
176,0.27920953209870436
177,0.005372777492026026
178,0.3361193247425887
179,0.0653350538838016
180,0.015587226833083955
181,0.05671316330447666
182,0.19026378898750562
183,0.8839477230754662
184,0.22749145404307436
185,0.5900905962038199
186,0.08649724146907618
187,0.2338168987740703
188,0.3375251627632776
189,0.5640677320816572
190,0.13658879733843168
191,0.5215102967649538
192,0.4791140594901836
193,0.2560887810069303
194,0.3188193668641104
195,0.13320796978326396
196,0.07798411615929146
197,0.04884665235162634
198,0.5250117556337057
199,0.6398813391067062
200,0.4621637349600137
201,0.31141733302969066
202,0.3802198528003272
203,0.03398990860321535
204,0.027977048264457908
205,0.30288966808200796
206,0.6419377602859724
207,0.004888444191142634
208,0.07364979855040796
209,0.10777120227868271
210,0.028660383975537072
211,0.03115597195430762
212,0.2620354102145158
213,0.25895226798931087
214,0.0753758334030478
215,0.3817468548126555
216,0.06508219871700033
217,0.052268405758393234
218,0.08110958167373125
219,0.18280460574172225
220,0.37056126192778405
221,0.25445105010582764
222,0.2703690856364122
223,0.11625792356219182
224,0.7127428338971188
225,0.13537877963551578
226,0.5666385991605668
227,0.5574077127611368
228,0.426843710305929
229,0.7208287720335619
230,0.007964784344279196
231,0.3222596435385777
232,0.021230075592792115
233,0.20283596909123736
234,0.2988906658050551
235,0.1595582453707212
236,0.007579041286585346
237,0.10798175881017111
238,0.25184321205366045
239,0.38645330225785957
240,0.10764610716331402
241,0.4709955210336322
242,0.11154397492053174
243,0.176230286442161
244,0.08027018150639705
245,0.2780082342188844
246,0.30781756365899726
247,0.5643224303900857
248,0.7721547785711861
249,0.38135666538070573
250,0.18177259964309547
251,0.24988260094941062
252,0.07847672999454817
253,0.19258415630813408
254,0.5355286751369971
255,0.09978292594125589
256,0.18028012581897523
257,0.056375357530392946
258,0.06404137254621715
259,0.004766187148075303
260,0.4932609939594854
261,0.1781726886469528
262,0.3196147129632725
263,0.283469463758222
264,0.14757889440268032
265,0.10989829576390453
266,0.5799510953886046
267,0.13780777633498395
268,0.052289737143780296
269,0.35306828499907
270,0.15756768802212429
271,0.08139796836496457
272,0.174352636022137
273,0.028481710874408407
274,0.3282912709784926
275,0.12174369228749844
276,0.029367441521315228
277,0.4913904240648248
278,0.15756899933409343
279,0.18697143523837462
280,0.14400014269469133
281,0.4086535254695554
282,0.5434403483787785
283,0.07034791270209984
284,0.25974863836367806
285,0.4974917499059482
286,0.08491050584623787
287,0.16380096896831037
288,0.21465435514105238
289,0.07650216196508751
290,0.16211082872009946
291,0.05988170781940463
292,0.6581362888083497
293,0.307485704336676
294,0.24494014461418775
295,0.07772527106974075
296,0.027463243777238407
297,0.39106297078625374
298,0.11697294555879205
299,0.3608003208272132
300,0.4471771723868008
301,0.1288721420089158
302,0.04312165203697281
303,0.4389793659067914
304,0.22559827041888397
305,0.4386160756663598
306,0.2737231947634758
307,0.03341166731126143
308,0.31639846342425926
309,0.06176114670185096
310,0.47625461497863725
311,0.173089245422278
312,0.018522394745629334
313,0.1413159835085678
314,0.4869250758780441
315,0.1527186020162652
316,0.20983082282180374
317,0.0872644772943655
318,0.2651387194363341
319,0.09791783929009956
320,0.12523355970248953
321,0.0651583818735049
322,0.15405416429637764
323,0.06737686890265254
324,0.067025435630041
325,0.4976529507906784
326,0.02925609833501185
327,0.43749829443656313
328,0.030489667370156605
329,0.49965977135293194
330,0.35084366757125285
331,0.6025308645722213
332,0.09160242995700825
333,0.03822996786157721
334,0.7398562128108274
335,0.12750849358562802
336,0.14389609099368686
337,0.06470386718028716
338,0.48614240810097764
339,0.06799870912095014
340,0.05322311226937108
341,0.2049777658865919
342,0.19105209406738616
343,0.1149659359645506
344,0.46826887987695653
345,0.9280231439625651
346,0.18845959223214664
347,0.16908314523238643
348,0.1843358464292231
349,0.29812746438569304
350,0.08447978095342006
351,0.13364260839699987
352,0.2957987823900773
353,0.47016096393964657
354,0.11767706337844054
355,0.35224107722418474
356,0.05039510159889717
357,0.545180893280442
358,0.22175650573947092
359,0.21091853898524032
360,0.05845431264015476
361,0.011340254952290572
362,0.04158939118654354
363,0.0802960771613059
364,0.027344726760201787
365,0.26562665783300576
366,0.8603125340262198
367,0.41535163194820784
368,0.30070472547489224
369,0.15538763709827638
370,0.09036688432214315
371,0.07075759083231016
372,0.46370348278117746
373,0.11338836868896936
374,0.5274517404128142
375,0.05713630744453579
376,0.5519056261334517
377,0.5609785588096883
378,0.3291916087856795
379,0.45087536574334436
380,0.9725793043371332
381,0.5819514516152838
382,0.09159869565292977
383,0.5582963371614962
